"storm_id","usa_atcf_id","date","latitude","longitude","wind"
"Bonnie-1998","AL021998","199808260000",30.8,-76.4,100
"Bonnie-1998","AL021998","199808260600",31.7,-77.3,100
"Bonnie-1998","AL021998","199808261200",32.7,-77.8,100
"Bonnie-1998","AL021998","199808261800",33.4,-77.8,100
"Bonnie-1998","AL021998","199808270000",34,-77.7,95
"Bonnie-1998","AL021998","199808270400",34.4,-77.7,95
"Bonnie-1998","AL021998","199808270600",34.5,-77.5,85
"Bonnie-1998","AL021998","199808271200",34.9,-77.1,75
"Bonnie-1998","AL021998","199808271800",35.4,-76.6,60
"Bonnie-1998","AL021998","199808280000",35.8,-75.9,65
"Bonnie-1998","AL021998","199808280600",36.2,-75.1,75
"Bonnie-1998","AL021998","199808281200",36.7,-74.3,65
"Bonnie-1998","AL021998","199808281800",37.3,-73.2,60
"Bonnie-1998","AL021998","199808290000",38.3,-71.4,45
"Bonnie-1998","AL021998","199808290600",39.2,-69.6,45
"Bonnie-1998","AL021998","199808291200",40.2,-67.8,45
"Bonnie-1998","AL021998","199808291800",41.6,-64.8,45
"Bonnie-1998","AL021998","199808300000",42.9,-61.5,45
"Bonnie-1998","AL021998","199808300600",44.3,-57,45
"Bonnie-1998","AL021998","199808301200",44.5,-53.5,45
"Bonnie-1998","AL021998","199808301800",44,-50,45
"Bonnie-1998","AL021998","199808310000",44,-45,45
"Bonnie-1998","AL021998","199808310600",43,-41,40
"Charley-1998","AL031998","199808210600",25.3,-92.3,25
"Charley-1998","AL031998","199808211200",25.4,-93.8,30
"Charley-1998","AL031998","199808211800",26,-94.5,40
"Charley-1998","AL031998","199808220000",26.8,-95.4,45
"Charley-1998","AL031998","199808220600",27.5,-96.5,60
"Charley-1998","AL031998","199808221000",27.8,-97.1,40
"Charley-1998","AL031998","199808221200",27.9,-97.4,35
"Charley-1998","AL031998","199808221800",28.3,-98.1,30
"Charley-1998","AL031998","199808230000",28.5,-98.7,25
"Charley-1998","AL031998","199808230600",28.7,-99.3,20
"Charley-1998","AL031998","199808231200",28.8,-99.9,20
"Charley-1998","AL031998","199808231800",29.1,-100.6,20
"Charley-1998","AL031998","199808240000",29.4,-101.2,20
"Earl-1998","AL051998","199808311200",21.6,-93.5,30
"Earl-1998","AL051998","199808311800",22.4,-93.8,35
"Earl-1998","AL051998","199809010000",23.2,-93.7,35
"Earl-1998","AL051998","199809010600",24.1,-93.4,40
"Earl-1998","AL051998","199809011200",25,-93.1,45
"Earl-1998","AL051998","199809011800",25.8,-92.5,50
"Earl-1998","AL051998","199809020000",26.8,-91.5,50
"Earl-1998","AL051998","199809020600",27.6,-90.4,50
"Earl-1998","AL051998","199809021200",28.2,-89,70
"Earl-1998","AL051998","199809021800",28.7,-87.9,85
"Earl-1998","AL051998","199809030000",29.4,-86.8,80
"Earl-1998","AL051998","199809030600",30.1,-85.7,70
"Earl-1998","AL051998","199809031200",31.3,-84,45
"Earl-1998","AL051998","199809031800",32.4,-82.4,40
"Earl-1998","AL051998","199809040000",33.2,-80.5,40
"Earl-1998","AL051998","199809040600",34.5,-79,50
"Earl-1998","AL051998","199809041200",35.9,-77.2,50
"Earl-1998","AL051998","199809041800",36.5,-75,50
"Earl-1998","AL051998","199809050000",38,-71,50
"Earl-1998","AL051998","199809050600",40,-65.5,50
"Earl-1998","AL051998","199809051200",42.5,-61,50
"Earl-1998","AL051998","199809051800",45,-56,50
"Earl-1998","AL051998","199809060000",47,-54,50
"Earl-1998","AL051998","199809060600",48,-53,50
"Earl-1998","AL051998","199809061200",49,-52,55
"Earl-1998","AL051998","199809061800",49.5,-50,55
"Earl-1998","AL051998","199809070000",50,-48,55
"Earl-1998","AL051998","199809070600",50.5,-45,50
"Earl-1998","AL051998","199809071200",51,-41,45
"Earl-1998","AL051998","199809071800",51,-37,45
"Earl-1998","AL051998","199809080000",51,-32,40
"Earl-1998","AL051998","199809080600",51.5,-28.5,40
"Earl-1998","AL051998","199809081200",52,-25,35
"Frances-1998","AL061998","199809081800",25.5,-94.5,30
"Frances-1998","AL061998","199809090000",25.3,-94.4,30
"Frances-1998","AL061998","199809090600",25,-94.5,30
"Frances-1998","AL061998","199809091200",24.6,-94.7,30
"Frances-1998","AL061998","199809091800",24.2,-95.5,35
"Frances-1998","AL061998","199809100000",23.5,-95.6,40
"Frances-1998","AL061998","199809100600",24.2,-95,40
"Frances-1998","AL061998","199809101200",25.3,-95.2,45
"Frances-1998","AL061998","199809101800",26.6,-95.2,45
"Frances-1998","AL061998","199809110000",27.2,-95.9,55
"Frances-1998","AL061998","199809110600",28.2,-96.9,45
"Frances-1998","AL061998","199809111200",28.4,-97.6,40
"Frances-1998","AL061998","199809111800",28.5,-97,35
"Frances-1998","AL061998","199809120000",29.3,-96.9,30
"Frances-1998","AL061998","199809120600",30.2,-96.8,30
"Frances-1998","AL061998","199809121200",31,-96.8,30
"Frances-1998","AL061998","199809121800",31.3,-96.8,30
"Frances-1998","AL061998","199809130000",31.5,-96.8,25
"Frances-1998","AL061998","199809130600",31.7,-96.9,20
"Frances-1998","AL061998","199809131200",32,-96.9,20
"Frances-1998","AL061998","199809131800",33,-97,20
"Georges-1998","AL071998","199809151200",9.7,-25.1,30
"Georges-1998","AL071998","199809151800",9.8,-26.5,30
"Georges-1998","AL071998","199809160000",10,-28.1,30
"Georges-1998","AL071998","199809160600",10.3,-29.7,30
"Georges-1998","AL071998","199809161200",10.6,-31.3,35
"Georges-1998","AL071998","199809161800",11,-32.9,35
"Georges-1998","AL071998","199809170000",11.3,-34.6,45
"Georges-1998","AL071998","199809170600",11.7,-36.3,50
"Georges-1998","AL071998","199809171200",12,-38.1,55
"Georges-1998","AL071998","199809171800",12.3,-40,65
"Georges-1998","AL071998","199809180000",12.5,-42,70
"Georges-1998","AL071998","199809180600",12.8,-43.9,80
"Georges-1998","AL071998","199809181200",13.1,-45.7,85
"Georges-1998","AL071998","199809181800",13.5,-47.4,90
"Georges-1998","AL071998","199809190000",13.9,-49,90
"Georges-1998","AL071998","199809190600",14.4,-50.6,95
"Georges-1998","AL071998","199809191200",14.9,-52,110
"Georges-1998","AL071998","199809191800",15.4,-53.5,125
"Georges-1998","AL071998","199809200000",15.7,-54.9,130
"Georges-1998","AL071998","199809200600",16,-56.3,135
"Georges-1998","AL071998","199809201200",16.2,-57.7,130
"Georges-1998","AL071998","199809201800",16.4,-59.2,115
"Georges-1998","AL071998","199809210000",16.7,-60.6,100
"Georges-1998","AL071998","199809210430",17,-61.7,100
"Georges-1998","AL071998","199809210600",17.1,-62.1,100
"Georges-1998","AL071998","199809210800",17.2,-62.6,100
"Georges-1998","AL071998","199809211200",17.4,-63.6,95
"Georges-1998","AL071998","199809211800",17.8,-65,90
"Georges-1998","AL071998","199809212200",18.1,-65.8,100
"Georges-1998","AL071998","199809220000",18.2,-66.3,90
"Georges-1998","AL071998","199809220600",18,-67.4,95
"Georges-1998","AL071998","199809221200",18.2,-68.5,105
"Georges-1998","AL071998","199809221230",18.2,-68.7,105
"Georges-1998","AL071998","199809221800",18.6,-69.7,95
"Georges-1998","AL071998","199809230000",18.8,-70.8,70
"Georges-1998","AL071998","199809230600",19,-72.1,65
"Georges-1998","AL071998","199809231200",19.3,-73.3,65
"Georges-1998","AL071998","199809231800",19.8,-74.3,65
"Georges-1998","AL071998","199809232130",20.1,-74.5,65
"Georges-1998","AL071998","199809240000",20.5,-74.9,65
"Georges-1998","AL071998","199809240600",20.8,-76,65
"Georges-1998","AL071998","199809241200",21.3,-77.2,70
"Georges-1998","AL071998","199809241800",21.9,-78,75
"Georges-1998","AL071998","199809250000",22.7,-79,80
"Georges-1998","AL071998","199809250600",23.4,-80.2,85
"Georges-1998","AL071998","199809251200",23.9,-81.3,90
"Georges-1998","AL071998","199809251530",24.5,-81.8,90
"Georges-1998","AL071998","199809251800",24.6,-82.4,90
"Georges-1998","AL071998","199809260000",24.8,-83.3,90
"Georges-1998","AL071998","199809260600",25.2,-84.2,90
"Georges-1998","AL071998","199809261200",25.7,-85.1,90
"Georges-1998","AL071998","199809261800",26.2,-85.9,90
"Georges-1998","AL071998","199809270000",27,-86.5,95
"Georges-1998","AL071998","199809270600",27.6,-87.2,95
"Georges-1998","AL071998","199809271200",28.2,-87.8,95
"Georges-1998","AL071998","199809271800",28.8,-88.3,95
"Georges-1998","AL071998","199809280000",29.3,-88.5,95
"Georges-1998","AL071998","199809280600",29.8,-88.7,90
"Georges-1998","AL071998","199809281130",30.4,-88.9,90
"Georges-1998","AL071998","199809281200",30.4,-88.9,90
"Georges-1998","AL071998","199809281800",30.6,-88.9,65
"Georges-1998","AL071998","199809290000",30.6,-89,50
"Georges-1998","AL071998","199809290600",30.6,-88.4,40
"Georges-1998","AL071998","199809291200",31,-88.1,30
"Georges-1998","AL071998","199809291800",30.9,-87.5,30
"Georges-1998","AL071998","199809300000",30.8,-86.9,30
"Georges-1998","AL071998","199809300600",30.7,-86.3,30
"Georges-1998","AL071998","199809301200",30.7,-85.4,25
"Georges-1998","AL071998","199809301800",30.6,-84.2,25
"Georges-1998","AL071998","199810010000",30.5,-83,25
"Georges-1998","AL071998","199810010600",30.5,-81.8,20
"Hermine-1998","AL081998","199809171200",26.9,-90.3,30
"Hermine-1998","AL081998","199809171800",26.8,-91.6,30
"Hermine-1998","AL081998","199809180000",26.4,-92.1,30
"Hermine-1998","AL081998","199809180600",25.7,-92.5,30
"Hermine-1998","AL081998","199809181200",26,-92.5,30
"Hermine-1998","AL081998","199809181800",25.9,-92.3,30
"Hermine-1998","AL081998","199809190000",25.8,-92,30
"Hermine-1998","AL081998","199809190600",26.4,-91.4,30
"Hermine-1998","AL081998","199809191200",27.5,-91.3,35
"Hermine-1998","AL081998","199809191800",28.3,-91.1,40
"Hermine-1998","AL081998","199809200000",29,-90.9,40
"Hermine-1998","AL081998","199809200500",29.1,-90.9,35
"Hermine-1998","AL081998","199809200600",29.2,-90.9,35
"Hermine-1998","AL081998","199809201200",30.5,-90.5,30
"Hermine-1998","AL081998","199809201800",31,-90,20
"Mitch-1998","AL131998","199810220000",11.6,-76.1,30
"Mitch-1998","AL131998","199810220600",11.9,-77.1,30
"Mitch-1998","AL131998","199810221200",12,-77.9,30
"Mitch-1998","AL131998","199810221800",11.6,-77.9,35
"Mitch-1998","AL131998","199810230000",11.8,-77.6,40
"Mitch-1998","AL131998","199810230600",12.2,-77.6,45
"Mitch-1998","AL131998","199810231200",12.5,-77.8,45
"Mitch-1998","AL131998","199810231800",12.9,-78,50
"Mitch-1998","AL131998","199810240000",13.4,-77.9,55
"Mitch-1998","AL131998","199810240600",13.9,-77.8,65
"Mitch-1998","AL131998","199810241200",14.5,-77.9,75
"Mitch-1998","AL131998","199810241800",15,-78.1,90
"Mitch-1998","AL131998","199810250000",15.5,-78.4,100
"Mitch-1998","AL131998","199810250600",16,-78.9,105
"Mitch-1998","AL131998","199810251200",16.2,-79.6,115
"Mitch-1998","AL131998","199810251800",16.4,-80.3,125
"Mitch-1998","AL131998","199810260000",16.4,-81,130
"Mitch-1998","AL131998","199810260600",16.4,-81.8,135
"Mitch-1998","AL131998","199810261200",16.6,-82.6,145
"Mitch-1998","AL131998","199810261800",16.9,-83.1,155
"Mitch-1998","AL131998","199810270000",17.2,-83.8,155
"Mitch-1998","AL131998","199810270600",17.3,-84.4,150
"Mitch-1998","AL131998","199810271200",17.1,-85,150
"Mitch-1998","AL131998","199810271800",16.9,-85.4,145
"Mitch-1998","AL131998","199810280000",16.6,-85.6,140
"Mitch-1998","AL131998","199810280600",16.3,-85.6,130
"Mitch-1998","AL131998","199810281200",16.3,-85.6,115
"Mitch-1998","AL131998","199810281800",16.3,-85.7,95
"Mitch-1998","AL131998","199810290000",16.2,-85.8,85
"Mitch-1998","AL131998","199810290600",16.1,-85.8,75
"Mitch-1998","AL131998","199810291200",15.9,-85.7,70
"Mitch-1998","AL131998","199810291800",15.8,-85.6,60
"Mitch-1998","AL131998","199810300000",15.6,-85.7,55
"Mitch-1998","AL131998","199810300600",15.4,-85.9,50
"Mitch-1998","AL131998","199810301200",15.2,-86.1,45
"Mitch-1998","AL131998","199810301800",14.9,-86.5,45
"Mitch-1998","AL131998","199810310000",14.7,-87,45
"Mitch-1998","AL131998","199810310600",14.5,-87.7,40
"Mitch-1998","AL131998","199810311200",14.5,-88.5,35
"Mitch-1998","AL131998","199810311800",14.6,-89.2,30
"Mitch-1998","AL131998","199811010000",14.6,-90,30
"Mitch-1998","AL131998","199811010600",14.7,-90.8,25
"Mitch-1998","AL131998","199811011200",14.9,-91.5,25
"Mitch-1998","AL131998","199811011800",15.5,-92.2,25
"Mitch-1998","AL131998","199811020000",16.3,-92.7,20
"Mitch-1998","AL131998","199811020600",17.1,-93.1,20
"Mitch-1998","AL131998","199811021200",17.9,-93.4,20
"Mitch-1998","AL131998","199811021800",18.7,-93.7,20
"Mitch-1998","AL131998","199811030000",19.2,-93.4,20
"Mitch-1998","AL131998","199811030600",19.3,-92.7,20
"Mitch-1998","AL131998","199811031200",19.4,-92.1,25
"Mitch-1998","AL131998","199811031800",19.6,-91.4,40
"Mitch-1998","AL131998","199811040000",20,-90.6,35
"Mitch-1998","AL131998","199811040200",20.1,-90.5,35
"Mitch-1998","AL131998","199811040600",20.8,-89.6,30
"Mitch-1998","AL131998","199811041200",21.8,-88.2,40
"Mitch-1998","AL131998","199811041800",23.3,-86.5,40
"Mitch-1998","AL131998","199811050000",24.8,-84.8,45
"Mitch-1998","AL131998","199811050600",25.6,-83.1,50
"Mitch-1998","AL131998","199811051100",26.2,-81.9,50
"Mitch-1998","AL131998","199811051200",26.6,-81.3,55
"Mitch-1998","AL131998","199811051800",27.5,-78.3,50
"Mitch-1998","AL131998","199811060000",30,-75,50
"Mitch-1998","AL131998","199811060600",32.5,-72,50
"Mitch-1998","AL131998","199811061200",35,-68,50
"Mitch-1998","AL131998","199811061800",37,-63,50
"Mitch-1998","AL131998","199811070000",39,-58,50
"Mitch-1998","AL131998","199811070600",41,-53,50
"Mitch-1998","AL131998","199811071200",42.5,-47.5,50
"Mitch-1998","AL131998","199811071800",44.5,-42,60
"Mitch-1998","AL131998","199811080000",46.5,-36.5,60
"Mitch-1998","AL131998","199811080600",48.5,-31,60
"Mitch-1998","AL131998","199811081200",50,-25,60
"Mitch-1998","AL131998","199811081800",53.5,-20.5,60
"Mitch-1998","AL131998","199811090000",55.5,-14.5,60
"Mitch-1998","AL131998","199811090600",58,-10.5,60
"Mitch-1998","AL131998","199811091200",61,-10,60
"Mitch-1998","AL131998","199811091800",63.5,-5,55
"Bret-1999","AL031999","199908181800",19.5,-94.4,30
"Bret-1999","AL031999","199908190000",19.5,-94.5,30
"Bret-1999","AL031999","199908190600",19.6,-94.6,30
"Bret-1999","AL031999","199908191200",19.7,-94.6,30
"Bret-1999","AL031999","199908191800",19.8,-94.7,35
"Bret-1999","AL031999","199908200000",19.8,-94.7,40
"Bret-1999","AL031999","199908200600",20,-94.6,45
"Bret-1999","AL031999","199908201200",20.4,-94.5,50
"Bret-1999","AL031999","199908201800",21.2,-94.4,55
"Bret-1999","AL031999","199908210000",21.9,-94.5,65
"Bret-1999","AL031999","199908210600",22.5,-94.7,75
"Bret-1999","AL031999","199908211200",23.1,-94.9,80
"Bret-1999","AL031999","199908211800",23.8,-95,90
"Bret-1999","AL031999","199908220000",24.7,-95.1,120
"Bret-1999","AL031999","199908220600",25.5,-95.5,125
"Bret-1999","AL031999","199908221200",26.2,-96.1,125
"Bret-1999","AL031999","199908221800",26.6,-96.8,120
"Bret-1999","AL031999","199908230000",26.9,-97.4,100
"Bret-1999","AL031999","199908230600",27,-97.9,80
"Bret-1999","AL031999","199908231200",27.3,-98.3,60
"Bret-1999","AL031999","199908231800",27.6,-98.8,35
"Bret-1999","AL031999","199908240000",28,-99.5,30
"Bret-1999","AL031999","199908240600",28,-100.4,30
"Bret-1999","AL031999","199908241200",27.8,-101.3,25
"Bret-1999","AL031999","199908241800",27.7,-102.1,25
"Bret-1999","AL031999","199908250000",27.6,-103,20
"Dennis-1999","AL051999","199908240000",21.5,-67.7,30
"Dennis-1999","AL051999","199908240600",22,-68.9,30
"Dennis-1999","AL051999","199908241200",22.4,-70,35
"Dennis-1999","AL051999","199908241800",22.7,-70.9,40
"Dennis-1999","AL051999","199908250000",22.8,-71.5,40
"Dennis-1999","AL051999","199908250600",23,-71.9,40
"Dennis-1999","AL051999","199908251200",23.2,-72.1,45
"Dennis-1999","AL051999","199908251800",23.4,-72.3,55
"Dennis-1999","AL051999","199908260000",23.6,-72.5,60
"Dennis-1999","AL051999","199908260600",23.8,-73.1,65
"Dennis-1999","AL051999","199908261200",24.1,-73.6,65
"Dennis-1999","AL051999","199908261800",24.4,-74,70
"Dennis-1999","AL051999","199908270000",24.8,-74.4,65
"Dennis-1999","AL051999","199908270600",25.2,-75,65
"Dennis-1999","AL051999","199908271200",25.6,-75.5,65
"Dennis-1999","AL051999","199908271800",25.9,-75.9,65
"Dennis-1999","AL051999","199908280000",26.1,-76.2,70
"Dennis-1999","AL051999","199908280600",26.5,-76.7,75
"Dennis-1999","AL051999","199908280700",26.6,-76.8,75
"Dennis-1999","AL051999","199908281200",27.1,-77,85
"Dennis-1999","AL051999","199908281800",27.7,-77.3,90
"Dennis-1999","AL051999","199908290000",28.3,-77.7,90
"Dennis-1999","AL051999","199908290600",29,-77.9,90
"Dennis-1999","AL051999","199908291200",29.9,-78.4,90
"Dennis-1999","AL051999","199908291800",30.8,-78.4,90
"Dennis-1999","AL051999","199908300000",31.9,-78.1,90
"Dennis-1999","AL051999","199908300600",32.8,-77.6,90
"Dennis-1999","AL051999","199908301200",33.6,-76.5,85
"Dennis-1999","AL051999","199908301800",34.3,-74.8,85
"Dennis-1999","AL051999","199908310000",34.9,-73.6,80
"Dennis-1999","AL051999","199908310600",35.1,-72.9,80
"Dennis-1999","AL051999","199908311200",35.2,-72.8,75
"Dennis-1999","AL051999","199908311800",35.1,-73.3,70
"Dennis-1999","AL051999","199909010000",35.2,-73.6,60
"Dennis-1999","AL051999","199909010600",35,-73.4,55
"Dennis-1999","AL051999","199909011200",35.4,-73.5,50
"Dennis-1999","AL051999","199909011800",35.5,-73.8,50
"Dennis-1999","AL051999","199909020000",35.4,-73.7,50
"Dennis-1999","AL051999","199909020600",35.2,-73.6,45
"Dennis-1999","AL051999","199909021200",35.1,-73.7,45
"Dennis-1999","AL051999","199909021800",34.8,-73.9,45
"Dennis-1999","AL051999","199909030000",34.2,-74,45
"Dennis-1999","AL051999","199909030600",33.6,-74.1,45
"Dennis-1999","AL051999","199909031200",33.2,-73.9,45
"Dennis-1999","AL051999","199909031800",33,-73.8,50
"Dennis-1999","AL051999","199909040000",33.1,-74,50
"Dennis-1999","AL051999","199909040600",33.3,-74.5,55
"Dennis-1999","AL051999","199909041200",33.9,-75.3,55
"Dennis-1999","AL051999","199909041800",34.5,-76,60
"Dennis-1999","AL051999","199909042100",34.8,-76.5,60
"Dennis-1999","AL051999","199909050000",35,-76.8,50
"Dennis-1999","AL051999","199909050600",35.5,-77.7,35
"Dennis-1999","AL051999","199909051200",36.1,-78.8,30
"Dennis-1999","AL051999","199909051800",36.2,-79.4,25
"Dennis-1999","AL051999","199909060000",36.2,-79.9,25
"Dennis-1999","AL051999","199909060600",36.4,-80.1,20
"Dennis-1999","AL051999","199909061200",37,-79.9,20
"Dennis-1999","AL051999","199909061800",37.7,-79.5,20
"Dennis-1999","AL051999","199909070000",38.5,-78.5,20
"Dennis-1999","AL051999","199909070600",40.8,-77,20
"Dennis-1999","AL051999","199909071200",42.7,-77.7,20
"Dennis-1999","AL051999","199909071800",43.5,-77.7,20
"Dennis-1999","AL051999","199909080000",43.5,-76.5,20
"Dennis-1999","AL051999","199909080600",44,-75.8,20
"Dennis-1999","AL051999","199909081200",44.9,-74.8,20
"Dennis-1999","AL051999","199909081800",45.5,-75.6,20
"AL07-1999","AL071999","199909051800",21.6,-96.4,25
"AL07-1999","AL071999","199909060000",22,-96.7,30
"AL07-1999","AL071999","199909060600",22.6,-97.2,30
"AL07-1999","AL071999","199909061200",23.2,-97.7,30
"AL07-1999","AL071999","199909061800",23.8,-98,30
"AL07-1999","AL071999","199909070000",24,-98.1,30
"AL07-1999","AL071999","199909070600",24.3,-98.5,30
"AL07-1999","AL071999","199909071200",25,-99,25
"Floyd-1999","AL081999","199909071800",14.6,-45.6,25
"Floyd-1999","AL081999","199909080000",15,-46.9,30
"Floyd-1999","AL081999","199909080600",15.3,-48.2,35
"Floyd-1999","AL081999","199909081200",15.8,-49.6,40
"Floyd-1999","AL081999","199909081800",16.3,-51.1,45
"Floyd-1999","AL081999","199909090000",16.7,-52.6,45
"Floyd-1999","AL081999","199909090600",17.1,-53.9,45
"Floyd-1999","AL081999","199909091200",17.3,-55.1,50
"Floyd-1999","AL081999","199909091800",17.9,-56.3,60
"Floyd-1999","AL081999","199909100000",18.3,-57.2,60
"Floyd-1999","AL081999","199909100600",18.6,-58.2,60
"Floyd-1999","AL081999","199909101200",19.3,-58.8,70
"Floyd-1999","AL081999","199909101800",20.2,-59.6,70
"Floyd-1999","AL081999","199909110000",20.8,-60.4,80
"Floyd-1999","AL081999","199909110600",21.4,-61.1,95
"Floyd-1999","AL081999","199909111200",21.9,-62,95
"Floyd-1999","AL081999","199909111800",22.5,-63,90
"Floyd-1999","AL081999","199909120000",22.7,-64.1,85
"Floyd-1999","AL081999","199909120600",22.8,-65.2,95
"Floyd-1999","AL081999","199909121200",23,-66.2,105
"Floyd-1999","AL081999","199909121800",23.2,-67.4,115
"Floyd-1999","AL081999","199909130000",23.4,-68.7,125
"Floyd-1999","AL081999","199909130600",23.6,-70,135
"Floyd-1999","AL081999","199909131200",23.9,-71.4,135
"Floyd-1999","AL081999","199909131800",24.1,-72.9,125
"Floyd-1999","AL081999","199909140000",24.5,-74,115
"Floyd-1999","AL081999","199909140600",24.9,-75.3,105
"Floyd-1999","AL081999","199909141200",25.4,-76.3,105
"Floyd-1999","AL081999","199909141800",26.1,-77,110
"Floyd-1999","AL081999","199909141900",26.3,-77.1,110
"Floyd-1999","AL081999","199909150000",27.1,-77.7,115
"Floyd-1999","AL081999","199909150600",28.2,-78.5,110
"Floyd-1999","AL081999","199909151200",29.3,-78.9,100
"Floyd-1999","AL081999","199909151800",30.6,-79.1,95
"Floyd-1999","AL081999","199909160000",32.1,-78.7,90
"Floyd-1999","AL081999","199909160600",33.7,-78,90
"Floyd-1999","AL081999","199909160630",33.8,-78,90
"Floyd-1999","AL081999","199909161200",35.7,-76.8,70
"Floyd-1999","AL081999","199909161800",38,-75.3,60
"Floyd-1999","AL081999","199909170000",40.6,-73.5,50
"Floyd-1999","AL081999","199909170600",42.1,-72.1,50
"Floyd-1999","AL081999","199909171200",43.3,-70.6,45
"Floyd-1999","AL081999","199909171800",44.2,-68.9,45
"Floyd-1999","AL081999","199909180000",44.8,-67.3,40
"Floyd-1999","AL081999","199909180600",45.4,-65.5,35
"Floyd-1999","AL081999","199909181200",46.6,-63,35
"Floyd-1999","AL081999","199909181800",47.7,-59.3,35
"Floyd-1999","AL081999","199909190000",48,-56.3,35
"Floyd-1999","AL081999","199909190600",48.5,-52.5,35
"Floyd-1999","AL081999","199909191200",49.5,-48,40
"Harvey-1999","AL101999","199909190600",25,-87.8,30
"Harvey-1999","AL101999","199909191200",25.5,-87.8,30
"Harvey-1999","AL101999","199909191800",26,-87.8,30
"Harvey-1999","AL101999","199909200000",26.3,-87.4,40
"Harvey-1999","AL101999","199909200600",26.6,-86.9,40
"Harvey-1999","AL101999","199909201200",27,-86.3,40
"Harvey-1999","AL101999","199909201800",27,-85.5,50
"Harvey-1999","AL101999","199909210000",27.1,-84.6,50
"Harvey-1999","AL101999","199909210600",26.5,-83.9,50
"Harvey-1999","AL101999","199909210800",26.3,-83.7,50
"Harvey-1999","AL101999","199909211200",26,-82.8,50
"Harvey-1999","AL101999","199909211700",25.9,-81.7,50
"Harvey-1999","AL101999","199909211800",25.9,-81.5,50
"Harvey-1999","AL101999","199909220000",26.9,-78.6,40
"Irene-1999","AL131999","199910121200",15.9,-82,20
"Irene-1999","AL131999","199910121800",16.4,-83,20
"Irene-1999","AL131999","199910130000",16.7,-83.2,20
"Irene-1999","AL131999","199910130600",17.3,-83.3,30
"Irene-1999","AL131999","199910131200",18.5,-83.4,35
"Irene-1999","AL131999","199910131800",19.8,-83.6,45
"Irene-1999","AL131999","199910140000",20.7,-83.6,55
"Irene-1999","AL131999","199910140600",21,-83.6,60
"Irene-1999","AL131999","199910141200",21.3,-82.9,60
"Irene-1999","AL131999","199910141800",22.4,-82.4,60
"Irene-1999","AL131999","199910141900",22.7,-82.5,60
"Irene-1999","AL131999","199910150000",23.1,-82.6,60
"Irene-1999","AL131999","199910150600",23.8,-82.2,65
"Irene-1999","AL131999","199910151200",24.4,-81.8,65
"Irene-1999","AL131999","199910151300",24.6,-81.6,65
"Irene-1999","AL131999","199910151800",25.1,-81.3,65
"Irene-1999","AL131999","199910152000",25.3,-81.1,70
"Irene-1999","AL131999","199910160000",26.1,-80.6,65
"Irene-1999","AL131999","199910160600",27,-80.2,65
"Irene-1999","AL131999","199910161200",27.8,-80.1,65
"Irene-1999","AL131999","199910161800",28.6,-79.9,65
"Irene-1999","AL131999","199910170000",29.4,-79.8,65
"Irene-1999","AL131999","199910170600",30.2,-79.8,65
"Irene-1999","AL131999","199910171200",31.2,-79.7,65
"Irene-1999","AL131999","199910171800",32.2,-79,70
"Irene-1999","AL131999","199910180000",33.4,-77.4,80
"Irene-1999","AL131999","199910180600",34.8,-75.2,95
"Irene-1999","AL131999","199910180756",35.4,-74.4,95
"Irene-1999","AL131999","199910181200",36.8,-71.6,90
"Irene-1999","AL131999","199910181800",39,-67.4,80
"Irene-1999","AL131999","199910190000",41.5,-61,80
"Irene-1999","AL131999","199910190600",44.9,-51.5,80
"Irene-1999","AL131999","199910191200",48,-48,80
"Irene-1999","AL131999","199910191800",51,-45,80
"AL04-2000","AL042000","200008081200",28.2,-74.2,30
"AL04-2000","AL042000","200008081800",28.1,-75.1,30
"AL04-2000","AL042000","200008090000",28,-76,30
"AL04-2000","AL042000","200008090600",27.9,-76.8,30
"AL04-2000","AL042000","200008091200",27.9,-77.4,30
"AL04-2000","AL042000","200008091800",27.9,-77.9,30
"AL04-2000","AL042000","200008100000",28,-78.6,30
"AL04-2000","AL042000","200008100600",28.3,-79.3,30
"AL04-2000","AL042000","200008101200",28.7,-78.9,30
"AL04-2000","AL042000","200008101800",28.9,-78.3,25
"AL04-2000","AL042000","200008110000",29.2,-77.8,25
"AL04-2000","AL042000","200008110600",29.4,-77.2,25
"AL04-2000","AL042000","200008111200",29.6,-76.5,25
"Beryl-2000","AL052000","200008131800",22.5,-93.5,30
"Beryl-2000","AL052000","200008140000",22.7,-93.8,30
"Beryl-2000","AL052000","200008140600",23.1,-94.6,35
"Beryl-2000","AL052000","200008141200",23.5,-95.4,40
"Beryl-2000","AL052000","200008141800",23.9,-96.3,45
"Beryl-2000","AL052000","200008150000",24.1,-97,45
"Beryl-2000","AL052000","200008150600",24.5,-97.7,45
"Beryl-2000","AL052000","200008151200",24.9,-98.6,30
"Beryl-2000","AL052000","200008151800",25.2,-99.8,25
"AL09-2000","AL092000","200009081800",27.5,-93.5,25
"AL09-2000","AL092000","200009082100",28,-93.5,30
"AL09-2000","AL092000","200009090000",28.5,-93.5,30
"AL09-2000","AL092000","200009090600",29.3,-93.8,25
"AL09-2000","AL092000","200009091000",29.9,-93.9,25
"AL09-2000","AL092000","200009091200",30,-94,25
"Gordon-2000","AL112000","200009141200",19.8,-87.3,25
"Gordon-2000","AL112000","200009141800",20.4,-87.4,25
"Gordon-2000","AL112000","200009150000",20.7,-87.7,25
